DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P9460,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S7A1,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,rama4d_d,MES,DPTO,fex_c_2011
4506895,1,2,1,70,5,3,48,1,,2,3,1,,4,2,3,,,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,1000000,2,1.79769313486232e+308,84,3,29,1,1,2919,12,5,1052.690416
4506897,1,2,1,70,5,8,48,1,,2,200,1,,2,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,780000,2,1.79769313486232e+308,45,36,60,1,1,6021,12,5,1307.021588
4506907,1,3,1,70,5,4,40,1,,2,4,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,2500000,2,1.79769313486232e+308,13,13,80,1,1,8050,12,5,1339.661141
4506911,1,1,1,70,5,3,48,1,,2,24,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,55,41,52,1,1,5233,12,5,1177.363212
4506915,1,4,1,70,5,8,48,1,,2,8,1,,6,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,39,53,55,1,1,5529,12,5,1368.375074
4506918,1,1,1,70,5,8,48,1,,2,52,4,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,19,19,80,1,1,8050,12,5,915.6412203
4506918,1,2,1,70,5,2,48,4,,2,2,4,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,400000,737717,2,1.79769313486232e+308,21,21,80,1,1,8050,12,5,915.6412203
4506919,1,3,1,70,5,9,48,1,,2,2,1,,5,2,9,COBERTURA,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,737700,737700,2,1.79769313486232e+308,32,45,52,1,1,5233,12,5,1129.675538
4506925,1,2,1,70,5,12,48,2,,2,12,4,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,2,2,80,1,1,8011,12,5,1232.033702
4506935,1,1,1,70,5,13,48,1,,2,13,1,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737000,2,1.79769313486232e+308,55,55,74,1,1,7493,12,5,1128.084425
4506947,1,1,1,70,5,8,48,1,,2,52,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,45,51,1,1,5155,12,5,1265.13362
4506947,1,3,1,70,5,8,72,1,,2,104,1,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,900000,2,1.79769313486232e+308,59,55,70,1,1,7020,12,5,1265.13362
4506951,1,3,1,70,5,8,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,781200,1.79769313486232e+308,1.79769313486232e+308,45,,,1,1,,12,5,686.2542367
4506953,1,2,1,70,5,20,48,4,,2,4,3,,1,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,60000,737717,2,1.79769313486232e+308,54,54,95,1,2,9500,12,5,1034.920433
4506956,1,2,1,70,5,8,48,5,,2,5,4,,1,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,781242,2,1.79769313486232e+308,21,85,52,1,1,5262,12,5,1213.397232
4506957,1,4,1,70,5,1,48,1,,2,24,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,53,92,17,1,1,1730,12,5,965.5035236
4506961,1,4,1,70,5,52,48,1,,2,52,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,34,91,21,1,2,2102,12,5,1238.022978
4507041,1,3,1,70,17,30,48,1,,2,6,1,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,781242,2,1.79769313486232e+308,12,38,74,1,2,7499,12,17,292.3886954
4507054,1,2,1,70,17,24,48,1,,2,50,1,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,34,44,66,1,2,6604,12,17,177.7619243
4507059,1,2,1,70,17,3,48,1,,2,3,1,,8,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,650000,1000000,2,1.79769313486232e+308,13,13,80,1,1,8043,12,17,320.8650952
4507063,1,2,1,70,17,52,45,3,,2,52,3,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,54,54,95,1,2,9500,12,17,166.1615474
4507066,1,4,1,70,17,16,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,45,,,1,2,,12,17,157.595786
4507069,1,2,1,70,17,4,48,1,,2,4,1,,4,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,200000,737717,2,1.79769313486232e+308,13,13,80,1,1,8043,12,17,149.4168651
4507072,1,1,1,70,17,4,48,1,,2,5,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,120000,2,1.79769313486232e+308,18,18,80,1,1,8050,12,17,189.348168
4507077,1,2,1,70,17,4,50,1,,2,4,4,,1,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,250000,737717,2,1.79769313486232e+308,95,95,45,1,1,4521,12,17,179.3481476
4507079,1,2,1,70,17,52,48,1,,2,52,1,,9,2,3,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,781242,2,1.79769313486232e+308,53,53,55,1,2,5521,12,17,120.5281281
4507079,1,3,1,70,17,2,45,1,,2,52,1,,6,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,781242,2,1.79769313486232e+308,53,95,45,1,1,4521,12,17,120.5281281
4507079,1,7,1,70,17,20,48,1,,2,20,4,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,12,12,75,1,2,7512,12,17,120.5281281
4507085,1,1,1,70,17,8,50,1,,2,8,4,,1,2,1,,,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,737717,1,4,45,93,45,1,1,4552,12,17,153.5061872
4507086,1,3,1,70,17,2,45,1,,2,4,1,,7,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,400000,737717,2,1.79769313486232e+308,13,45,52,1,1,5233,12,17,202.8995034
4507087,1,1,1,70,17,10,48,1,,2,10,1,,5,2,8,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,80000,737717,2,1.79769313486232e+308,95,95,45,1,1,4530,12,17,167.7201728
4507092,1,4,1,70,17,8,48,1,,2,8,1,,8,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,781242,2,1.79769313486232e+308,95,95,45,1,1,4521,12,17,111.9886611
4507094,1,2,1,70,17,52,48,3,,2,52,3,,1,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,781242,2,1.79769313486232e+308,54,54,95,1,2,9500,12,17,161.9199844
4507431,1,2,1,70,50,2,48,1,,2,2,1,,3,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,1100000,1300000,2,1.79769313486232e+308,3,53,55,1,1,5521,12,50,301.4550634
4507431,1,3,1,70,50,3,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,850000,1.79769313486232e+308,1.79769313486232e+308,39,,,1,1,,12,50,301.4550634
4507436,1,2,1,70,50,40,48,1,,2,4,4,,1,2,1,,,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1,1800000,2000000,1,1,84,84,29,1,2,2919,12,50,244.3255425
4507447,1,1,1,70,50,28,48,1,,2,28,1,,5,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,737000,2,1.79769313486232e+308,45,45,52,1,2,5233,12,50,310.639767
4507449,1,2,1,70,50,40,48,1,,2,40,4,,9,1,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,850000,2,1.79769313486232e+308,58,38,75,1,2,7524,12,50,306.5681175
4507453,1,1,1,70,50,4,1,4,,2,4,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1200000,2,1.79769313486232e+308,95,95,45,1,1,4549,12,50,392.9819575
4507456,1,1,1,70,50,3,48,1,,2,3,4,,9,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,1380000,900000,2,1.79769313486232e+308,34,34,75,1,1,7513,12,50,328.4326269
4507466,1,2,1,70,52,8,40,4,,2,26,4,,1,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1000000,2,1.79769313486232e+308,2,2,74,1,1,7421,12,52,180.6771267
4507470,1,1,1,70,52,4,40,4,,2,4,4,,1,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,200000,500000,2,1.79769313486232e+308,61,61,1,1,1,140,12,52,232.165485
4507474,1,2,1,70,52,13,40,1,,2,25,1,,4,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,59,39,50,1,1,5020,12,52,215.9730697
4507477,2,2,2,70,52,156,40,2,,2,5,4,,9,2,3,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,2000000,2,1.79769313486232e+308,2,2,75,1,2,7512,12,52,240.7586454
4507483,1,3,1,70,52,104,40,2,,2,288,4,,1,2,5,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,98,2,1.79769313486232e+308,12,53,55,1,2,5529,12,52,191.4847086
4507485,1,4,1,70,52,4,40,1,,2,4,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,100000,800000,2,1.79769313486232e+308,13,13,80,1,1,8060,12,52,191.4847086
4507486,1,3,1,70,52,30,48,1,,2,30,1,,5,2,3,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,500000,1500000,2,1.79769313486232e+308,11,11,52,1,2,5241,12,52,125.1560535
4507494,1,2,1,70,52,18,24,1,,2,13,3,,1,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,450000,2,1.79769313486232e+308,45,54,95,1,2,9500,12,52,168.0685856
4507494,1,3,1,70,52,2,48,4,,2,2,4,,9,2,3,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,2500000,737717,1,1,13,13,80,1,1,8060,12,52,168.0685856
4507494,1,4,1,70,52,2,48,1,,2,2,1,,5,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,800000,737717,2,1.79769313486232e+308,59,39,85,1,1,8512,12,52,168.0685856
4507496,1,3,1,70,52,104,48,1,,2,104,4,,9,2,1,,,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,737717,1,1,9,19,75,1,2,7512,12,52,173.3577523
4507499,1,2,1,70,52,10,48,1,,2,12,1,,5,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,2,2,45,1,1,4530,12,52,201.942072
4507505,1,2,1,70,54,2,48,4,,2,2,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,200000,1000000,2,1.79769313486232e+308,41,41,52,1,1,5233,12,54,502.4302337
4507517,1,3,1,70,54,52,24,4,,2,3,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,300000,737717,2,1.79769313486232e+308,3,3,72,1,2,7250,12,54,346.4294681
4507518,1,2,1,70,54,12,45,1,,2,12,4,,1,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737000,2,1.79769313486232e+308,45,53,55,1,1,5529,12,54,312.9671616
4507521,1,5,1,70,54,32,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,800000,1.79769313486232e+308,1.79769313486232e+308,45,,,1,2,,12,54,463.5789272
4507526,1,3,1,70,54,2,56,4,,2,2,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,500000,1000000,2,1.79769313486232e+308,95,95,45,1,1,4521,12,54,273.3220168
4507529,1,4,1,70,54,12,48,1,,2,12,1,,8,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,3,3,15,1,1,1530,12,54,468.0613959
4507532,1,1,1,70,54,52,48,4,,2,52,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,95,95,45,1,2,4522,12,54,585.0359637
4507533,1,2,1,70,54,2,60,4,,2,2,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,,1.79769313486232e+308,1,300000,700000,2,1.79769313486232e+308,80,80,19,1,1,1921,12,54,446.6702561
4507534,1,2,1,70,54,2,45,1,,2,2,1,,4,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737000,2,1.79769313486232e+308,80,80,19,1,1,1921,12,54,721.7478682
4507547,1,2,1,70,54,3,48,1,,2,8,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,750000,2,1.79769313486232e+308,55,21,74,1,1,7499,12,54,439.7921122
4507552,1,3,1,70,54,4,48,1,,2,4,1,,7,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,860000,900000,2,1.79769313486232e+308,59,59,85,1,1,8511,12,54,368.7271392
4507651,1,1,1,70,66,4,48,1,,2,8,1,,8,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1200000,2,1.79769313486232e+308,13,13,80,1,1,8043,12,66,363.4850569
4507653,1,1,1,70,66,52,60,4,,2,52,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,95,95,45,1,2,4521,12,66,342.8834502
4507659,1,3,1,70,66,12,40,1,,2,10,1,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1200000,2,1.79769313486232e+308,85,39,65,1,1,6512,12,66,303.8976703
4507660,1,2,1,70,66,26,48,1,,2,26,1,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,38,38,74,1,2,7499,12,66,316.9427217
4507668,1,3,1,70,66,2,40,1,,2,2,1,,5,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,1500000,800000,2,1.79769313486232e+308,21,21,92,1,1,9242,12,66,245.890448
4507678,1,1,1,70,66,4,48,1,,2,4,1,,6,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,737717,737717,2,1.79769313486232e+308,79,79,18,1,1,1810,12,66,286.7056432
4507685,1,1,1,70,66,8,48,1,,2,8,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,97,97,55,1,1,5521,12,66,333.2479785
4507690,1,3,1,70,66,28,48,1,,2,28,1,,4,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,95,95,45,1,2,4521,12,66,252.8894122
4507696,1,1,1,70,66,2,48,1,,2,2,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,600000,800000,2,1.79769313486232e+308,95,95,45,1,1,4521,12,66,217.2460923
4507698,1,2,1,70,66,6,50,1,,2,6,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,95,95,45,1,1,4521,12,66,86.94090695
4507701,1,2,1,70,66,16,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1000000,1.79769313486232e+308,1.79769313486232e+308,2,,,1,2,,12,66,293.972239
4507704,1,2,1,70,68,1,48,1,,2,40,3,,2,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,783000,2,1.79769313486232e+308,55,54,95,1,1,9500,12,68,590.5000692
4507712,1,2,1,70,68,20,48,1,,2,96,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,783000,2,1.79769313486232e+308,95,95,45,1,2,4521,12,68,591.1882524
4507714,1,1,1,70,68,52,48,1,,2,284,2,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,DE SU PENSION,1.79769313486232e+308,2,1.79769313486232e+308,1200000,3,1.79769313486232e+308,85,85,75,1,2,7522,12,68,475.5372116
4507715,1,2,1,70,68,4,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737700,1.79769313486232e+308,1.79769313486232e+308,45,,,1,1,,12,68,505.8016674
4507718,1,3,1,70,68,24,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737700,1.79769313486232e+308,1.79769313486232e+308,33,,,1,2,,12,68,567.9720071
4507761,1,2,1,70,73,16,48,1,,2,52,1,,4,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,900000,2,1.79769313486232e+308,53,53,55,1,2,5521,12,73,499.6071485
