DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P9460,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S7A1,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,rama4d_d,MES,DPTO,fex_c_2011
4493574,1,3,1,70,50,4,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1000000,1.79769313486232e+308,1.79769313486232e+308,32,,,1,1,,12,50,380.6957673
4493588,1,3,1,70,50,16,48,1,,2,52,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,2000000,2,1.79769313486232e+308,11,33,50,1,2,5020,12,50,224.9706485
4493599,1,3,1,70,50,24,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2400000,1.79769313486232e+308,1.79769313486232e+308,6,,,1,2,,12,50,335.0736119
4493632,1,4,1,70,52,8,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,45,,,1,1,,12,52,237.6955081
4493640,1,4,1,70,52,26,48,1,,2,416,2,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,98,2,1.79769313486232e+308,19,58,75,1,2,7522,12,52,147.5530882
4493654,1,3,1,70,52,52,48,2,,2,52,1,,4,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,13,19,80,1,2,8042,12,52,173.3577523
4493657,1,2,1,70,52,1,30,1,,2,1,1,,4,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,800000,600000,2,1.79769313486232e+308,13,13,80,1,1,8041,12,52,239.7868346
4493665,2,2,2,70,52,52,48,1,,2,4,4,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,600000,737717,2,1.79769313486232e+308,32,3,75,1,2,7512,12,52,252.4711931
4493668,1,6,1,70,52,2,40,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,98,1.79769313486232e+308,1.79769313486232e+308,45,,,1,1,,12,52,101.6419753
4493680,1,2,1,70,52,12,48,1,,2,12,1,,7,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,2000000,2,1.79769313486232e+308,19,19,80,1,1,8043,12,52,180.6771267
4493681,1,2,1,70,52,8,48,1,,2,8,1,,2,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,38,92,17,1,1,1730,12,52,177.4792865
4493682,1,2,1,70,52,20,48,1,,2,20,1,,6,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,2,2,51,1,2,5170,12,52,218.3616108
4493685,1,2,1,70,52,24,40,1,,2,24,1,,3,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,45,33,52,1,2,5231,12,52,241.7178826
4493687,1,3,1,70,52,8,48,1,,2,8,4,,2,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,58,58,74,1,1,7492,12,52,172.0414493
4493695,1,5,1,70,52,32,24,1,,2,52,1,,6,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,380000,2,1.79769313486232e+308,45,53,55,1,2,5521,12,52,121.7484241
4493706,1,2,1,70,52,1,40,1,,2,57,1,,4,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,7,7,85,1,1,8513,12,52,170.9692112
4493724,1,5,1,70,54,4,50,1,,2,9,4,,1,2,8,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,61,98,60,1,1,6031,12,54,268.5300282
4493725,1,2,1,70,54,12,40,3,,2,24,3,,2,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,500000,2,1.79769313486232e+308,54,54,95,1,1,9500,12,54,236.6853465
4493726,1,3,1,70,54,20,55,1,,2,20,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,3,3,26,1,2,2694,12,54,270.9180525
4493730,1,2,1,70,54,7,40,1,,2,62,2,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1400000,2,1.79769313486232e+308,39,32,85,1,1,8511,12,54,592.9908842
4493732,1,3,1,70,54,20,50,1,,2,4,1,,6,2,8,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,4000000,600000,2,1.79769313486232e+308,45,39,92,1,2,9242,12,54,425.7197578
4493740,1,3,1,70,54,8,48,1,,2,40,2,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,58,75,1,1,7522,12,54,510.3851543
4493743,2,1,2,70,54,3,48,1,,2,2,4,,1,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,600000,737717,2,1.79769313486232e+308,56,56,93,1,1,9301,12,54,394.5292014
4493743,2,2,2,70,54,12,48,1,,2,52,4,,1,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,80,19,1,1,1932,12,54,394.5292014
4493744,1,2,1,70,54,9,40,4,,2,9,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,98,2,1.79769313486232e+308,80,59,17,1,1,1749,12,54,390.5382438
4493744,1,5,1,70,54,12,48,4,,2,12,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,98,2,1.79769313486232e+308,95,95,45,1,1,4522,12,54,390.5382438
4493748,1,4,1,70,54,104,48,1,,2,8,4,,1,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,97,97,63,1,2,6310,12,54,373.1735819
